,K1_ink,K1,K2_ink,K2,K3_ink,K3,O1_ink,O1,O2_ink,O2,O3_ink,O3
EP10_003086,162,237,109,222,162,160,156,148,149,160,160,377
EP10_003087,1,4,4,1,3,0,1,0,3,2,4,1
EP10_003088,8,2,4,10,10,3,6,2,2,9,8,11
EP10_003089,20,24,20,18,23,16,18,13,10,14,21,22
EP10_003133,8905,5889,2628,9189,7574,5925,8295,3732,6416,4651,11634,6885
EP10_003134,3426,2946,974,3838,2374,3043,3581,1789,2270,1434,3516,3183
EP10_003135,63,51,49,56,63,36,48,33,75,55,46,63
EP10_003136,322,354,154,496,326,385,434,247,314,204,438,457
EP10_003137,1518,1365,633,1880,1270,1332,1669,961,1212,715,1618,1468
EP10_003138,215,254,252,480,368,338,376,204,330,216,305,377
EP10_003139,375,302,259,645,420,405,454,215,368,258,468,483
EP10_003140,805,723,348,1312,608,942,659,391,632,384,762,668
EP10_003141,1974,1832,837,3525,1320,2144,1786,1080,1501,817,2062,1681
EP10_003142,15,46,23,39,14,65,12,53,36,29,14,77
EP10_003143,7,25,34,38,20,33,15,34,45,33,16,49
EP10_003144,11,28,41,35,45,25,31,16,44,17,33,49
EP10_003145,0,0,0,0,0,0,0,0,0,0,0,0
EP10_003146,88,115,97,132,169,130,175,96,140,101,174,186
EP10_003147,658,592,700,954,765,1093,1042,878,1108,477,1186,976
EP10_003148,698,551,516,687,637,756,632,692,716,307,820,648
EP10_003149,0,0,0,0,0,0,0,0,0,0,0,0
EP10_003150,0,0,2,0,0,0,0,0,0,1,0,0
EP10_003151,0,0,0,0,1,0,0,0,0,0,0,0
EP10_003152,319,214,338,310,350,330,280,247,427,190,358,271
EP10_003153,122,160,219,251,190,157,188,363,249,364,162,249
EP10_003154,177,191,275,331,206,177,258,404,253,360,197,256
EP10_003155,255,318,572,534,439,382,537,761,552,706,355,486
EP10_003156,196,197,316,357,256,206,287,366,378,407,254,307
EP10_003157,1466,713,2156,952,1443,682,1237,1598,3633,1685,1420,837
EP10_003158,1515,821,2518,1181,1553,822,1349,1827,4431,2008,1259,941
EP10_003159,524,327,1102,523,677,423,657,756,2056,1012,599,472
EP10_003160,782,883,2109,1654,1417,832,987,957,2287,1451,913,966
EP10_003161,1687,473,689,1287,1520,826,1111,528,1002,811,1282,1102
EP10_003162,460,225,168,282,336,203,290,192,299,189,276,233
EP10_003163,391,240,232,350,465,280,403,212,397,316,402,367
EP10_003164,139,97,60,95,148,83,109,80,111,101,118,118
EP10_003165,815,408,307,482,649,466,515,344,426,315,491,530
EP10_003166,1667,627,659,917,1242,969,987,741,902,588,1083,993
EP10_003167,877,357,396,613,649,445,607,431,501,373,635,611
EP10_003168,5807,2333,3309,3823,4411,3291,3238,2718,3683,2501,3287,3277
EP10_003169,1166,1325,1889,1771,1789,1525,1845,964,1919,1171,1612,1651
EP10_003170,662,782,1075,1051,1022,833,1019,552,1150,680,919,963
EP10_003171,182,192,215,268,274,223,327,286,463,149,358,234
EP10_003172,708,753,973,978,1022,1106,1432,1130,2009,630,1294,923
EP10_003173,904,1062,1520,1415,1409,1460,1294,1099,1720,889,1169,1642
EP10_003174,511,566,702,811,730,688,630,544,841,384,573,670
EP10_003175,325,457,521,670,556,587,526,448,576,288,374,587
EP10_003176,2821,1938,2771,3134,3965,2686,3283,1577,2556,1275,2938,3031
EP10_003177,241,199,142,180,363,190,279,164,191,109,291,275
EP10_003178,2058,784,524,759,1713,615,1177,612,790,354,1628,1136
EP10_003179,31,49,23,63,21,67,17,70,54,51,27,96
EP10_003180,19,39,25,29,23,54,37,54,55,30,36,67
EP10_003181,5,1,10,9,4,7,12,11,16,5,14,11
EP10_003182,67,57,93,94,93,139,94,84,230,72,163,146
EP10_003183,57,38,54,53,50,96,44,46,133,30,109,95
EP10_003184,115,77,79,131,121,79,176,80,123,70,126,156
EP10_003185,121,81,89,131,156,84,172,101,130,77,151,185
EP10_003186,534,309,368,385,579,219,372,258,410,284,360,446
EP10_003187,1049,859,998,1240,1327,809,908,737,1019,940,1004,1113
EP10_003188,273,168,239,307,349,171,349,174,260,227,292,292
EP10_003189,186,98,151,168,257,102,220,87,162,122,163,167
EP10_003190,1046,1298,3918,3641,2403,2781,2164,1306,3246,1654,1319,2312
EP10_003191,3131,3470,10034,10553,6208,8061,5390,3552,8718,3848,3648,6397
EP10_003192,168,170,250,256,253,236,348,176,388,163,293,264
EP10_003193,2149,3196,6901,5905,4284,5041,3498,2775,4830,2933,2366,3969
EP10_003194,119,249,382,724,257,680,305,351,572,355,243,684
EP10_003195,853,1445,1666,1702,1315,1427,1508,1409,2620,1401,1376,1925
EP10_003196,1164,2261,2536,2712,1581,1968,2075,2160,4061,2060,1890,2674
EP10_003197,470,690,906,941,677,650,720,555,1409,595,713,897
EP10_003198,291,546,890,755,728,687,555,464,1242,583,758,874
EP10_003199,3,2,0,3,4,4,1,3,9,2,5,6
EP10_003200,216,290,448,452,438,263,302,207,504,212,346,326
EP10_003201,212,295,473,514,386,310,367,241,630,242,321,359
EP10_003202,994,994,2061,2124,1467,1134,1134,803,1778,782,865,1187
EP10_003203,1089,711,1007,1060,970,717,819,631,963,516,914,815
EP10_003204,835,756,1179,1113,1061,985,1082,733,1157,620,911,1008
EP10_003205,122,117,208,254,164,213,192,134,221,125,165,264
EP10_003206,925,942,1401,1560,1204,1037,1188,1081,2248,1326,1127,1392
EP10_003207,331,185,329,353,346,166,259,187,320,181,263,282
EP10_003208,1270,1124,2140,2007,1859,1427,1747,1108,2382,1256,1407,1655
EP10_003209,1786,1290,3432,2773,2207,1801,2135,1813,3322,1975,1600,1898
EP10_003210,813,816,2037,1406,1187,1056,1433,1180,2341,1314,902,1186
EP10_003211,1257,1288,3234,1806,2095,1333,2127,1745,3953,2262,1428,1586
EP10_003212,30,48,34,55,31,14,29,36,34,28,29,43
EP10_003213,84,104,80,123,87,102,96,106,149,63,99,77
EP10_003214,118,148,113,169,126,147,120,182,237,91,168,149
EP10_003215,151,214,230,274,205,236,193,270,368,175,278,225
EP10_003216,10,12,8,9,9,9,9,14,8,14,8,18
EP10_003217,13,11,7,20,8,10,5,13,14,7,1,11
EP10_003218,2,9,10,14,9,14,8,5,13,5,8,10
EP10_003219,30,26,29,29,21,16,17,20,30,18,17,21
EP10_003220,7,15,14,15,12,4,6,9,9,8,2,9
EP10_003221,3,10,18,10,11,9,7,9,9,13,2,11
EP10_003222,34,33,39,46,37,23,29,34,31,28,16,19
EP10_003223,1771,1874,2985,2906,2423,2132,3180,1622,4560,1955,2741,2660
EP10_003224,934,1046,1980,1667,1410,1078,1606,1046,2734,1251,1320,1604
EP10_003225,564,465,1077,900,884,803,733,557,1379,735,877,929
EP10_003226,1064,1380,4524,3092,2033,2421,1753,1967,5413,3071,1950,2752
EP10_003227,1290,988,3226,2669,1537,1759,1304,1574,4098,2037,1515,1920
EP10_003228,2711,2098,6287,5304,3779,3559,2848,2934,8377,3916,3413,3667
EP10_003229,868,780,2398,1789,1150,1264,1110,1068,3038,1380,1285,1311
EP10_003230,1838,1679,3982,3606,2743,2374,2626,2025,6068,2652,3103,2944
EP10_003231,144,151,246,187,326,110,188,98,222,171,221,207
EP10_003232,250,166,419,455,447,434,542,273,563,333,380,555
EP10_003233,558,423,773,890,819,703,954,580,1088,551,767,783
EP10_003234,100,94,185,187,130,194,245,111,269,101,120,175
EP10_003235,567,511,888,974,824,826,1087,565,1390,506,738,766
EP10_003236,67,64,97,112,94,105,120,77,110,77,96,102
EP10_003237,35,20,21,36,34,29,44,28,32,29,24,43
EP10_003238,13,24,27,29,27,34,39,19,24,10,16,39
EP10_003239,1036,1028,1855,1915,1445,1270,1213,1105,2240,1031,1089,1469
EP10_003240,1377,814,1546,1692,1423,1311,1218,1055,2163,1290,1071,1348
EP10_003241,3393,1713,4085,4174,3708,3612,3355,2566,5998,3268,2966,3297
EP10_003242,1467,794,2012,1926,2259,1737,1855,1086,3254,1573,1564,1740
EP10_003243,591,304,501,503,590,435,626,298,539,371,496,531
EP10_003244,1479,887,1417,1643,1824,1296,1702,1092,1527,1085,1399,1455
EP10_003245,260,227,275,278,319,266,248,295,572,354,423,374
EP10_003246,105,94,124,122,141,140,116,137,344,179,145,209
EP10_003247,67,52,56,68,81,70,51,82,234,128,88,92
EP10_003248,14,30,24,25,19,14,27,20,74,21,24,25
EP10_003249,60,51,43,71,72,50,64,63,159,85,97,111
EP10_003250,6288,6812,9464,11220,6022,2967,4259,9720,13662,11049,4732,5433
EP10_003251,480,528,518,823,326,257,291,810,523,637,232,422
EP10_003252,9260,7733,5188,8330,10787,7728,15589,7094,10198,4453,14801,9480
EP10_003253,421,488,564,639,702,947,1278,638,796,355,772,915
EP10_003254,803,833,970,1186,1259,1703,2115,1004,1362,756,1574,1504
EP10_003255,574,624,698,870,825,1198,1372,697,943,471,917,904
EP10_003256,277,334,436,508,510,881,930,404,582,261,585,774
EP10_003257,215,195,244,304,329,359,439,225,274,129,403,306
EP10_003258,191,175,225,278,239,335,484,233,325,157,272,296
EP10_003259,360,283,285,385,388,420,595,373,365,195,536,365
EP10_003260,173,116,138,205,162,211,300,152,177,89,244,185
EP10_003261,251,252,286,356,383,448,626,377,447,206,433,447
EP10_003262,157,160,172,222,216,273,426,241,243,130,234,259
EP10_003263,132,145,171,180,193,319,341,215,234,148,227,237
EP10_003264,177,162,194,222,239,218,235,160,279,145,238,269
EP10_003265,529,682,761,855,853,754,1008,693,1065,596,994,917
EP10_003266,675,862,835,1075,1171,982,1209,774,1291,649,1315,1343
EP10_003267,2045,1752,2215,4393,3036,4606,4642,1906,3288,2223,4354,5074
EP10_003268,2498,2674,3419,3546,4063,3282,3870,2251,4394,1467,3979,3795
EP10_003269,527,653,622,598,826,641,761,516,785,451,644,733
EP10_003270,731,625,1149,1014,1063,770,990,578,1248,713,935,875
EP10_003271,740,651,1226,1146,1142,950,1127,702,1441,861,1014,948
EP10_003272,172,159,348,331,286,258,285,199,424,205,251,258
EP10_003273,293,278,516,547,505,416,469,297,650,344,425,404
EP10_003274,121,140,211,304,229,250,230,160,336,158,164,224
EP10_003275,77,65,105,115,112,109,105,90,136,85,83,119
EP10_003276,1062,1274,2487,1727,1958,1233,1530,994,2207,1253,1521,1751
EP10_003277,3278,3558,4621,3871,5507,3748,5618,3190,7191,2655,4568,4913
EP10_003278,1469,1715,3212,2999,3070,2340,2541,1535,3560,1757,1831,2525
EP10_003279,1736,1440,3100,3048,3058,2199,2537,1428,3347,1716,1885,2440
EP10_003280,535,650,1661,1262,1387,1179,1377,660,1899,954,1032,1223
EP10_003281,61,82,83,107,62,56,62,68,87,66,56,101
EP10_003282,81,95,160,160,127,104,100,105,146,110,86,141
EP10_003283,887,727,849,1036,1023,729,956,964,1523,944,1086,1190
EP10_003284,339,219,289,371,343,237,340,334,547,332,369,437
EP10_003285,264,228,297,316,383,473,529,256,490,216,345,493
EP10_003286,317,293,449,477,467,685,598,407,789,313,444,668
EP10_003287,9851,10097,18146,19912,12604,13532,9180,10322,16951,9286,10353,13577
EP10_003288,3,1,2,1,1,0,0,3,0,0,0,1
EP10_003289,128,77,88,167,123,137,119,83,89,84,101,169
EP10_003290,29,40,31,48,17,28,33,43,26,24,27,61
EP10_003291,43,38,17,42,30,39,51,51,20,29,29,66
EP10_003292,11,11,5,15,8,14,16,14,10,5,8,14
EP10_003293,1962,2021,3704,4125,3607,3617,3835,2180,4922,2296,2648,4083
EP10_003294,2746,3818,7508,6992,5550,5673,5430,3895,9076,4637,4833,6625
EP10_003295,278,217,336,547,402,320,405,269,522,270,222,441
EP10_003296,647,558,1071,1064,1086,683,1109,584,1603,764,857,1049
EP10_003297,46,48,39,39,49,27,59,29,35,28,27,38
EP10_003298,10332,12371,10946,11176,18045,12005,14534,7694,14925,5983,16408,12712
EP10_003299,1393,1711,3698,3324,2270,2564,2013,1690,3688,1686,1704,2324
EP10_003300,1736,1612,3320,3468,2077,2177,1714,1772,3558,1521,1746,1991
EP10_003301,2263,2845,5405,5059,3922,4482,4558,3134,6913,3205,3450,4732
EP10_003302,3218,3294,6684,6390,5202,5341,5284,3940,8439,3922,4994,5567
EP10_003303,2523,3330,6714,6100,5048,5435,5402,3789,8573,3836,4156,5221
EP10_003304,2364,2709,4049,3800,4167,3978,4144,2938,5852,2157,3720,3967
EP10_003305,289,329,475,708,467,729,454,457,596,389,390,745
EP10_003306,1617,1704,3416,3068,2513,2654,2436,1687,3217,1817,2380,2563
EP10_003307,1848,2334,4731,3981,3267,3131,2903,2097,4344,2322,2650,2964
EP10_003308,566,712,1554,1239,1068,1051,977,631,1535,777,875,1017
EP10_003309,242,797,806,1418,524,1358,606,901,1140,920,430,1526
EP10_003310,166,361,570,718,267,626,384,458,579,450,203,599
EP10_003311,130,213,442,553,266,477,237,325,506,315,184,515
EP10_003312,135,168,443,490,334,409,258,337,540,338,248,438
EP10_003313,1979,2079,3861,3393,3157,2916,2538,2022,3119,2210,2054,2834
EP10_003314,1021,1251,2594,2137,1593,1992,1756,1302,2170,1481,1425,1940
EP10_003315,2540,3000,5327,5196,3661,4265,4018,3205,5033,3207,3427,4217
EP10_003316,1822,1917,3471,3639,2785,3259,2104,2000,2988,1532,2072,2970
EP10_003317,694,1115,2338,1991,1585,2173,1501,1155,2249,1340,1567,2252
EP10_003318,4255,3190,4938,4981,5561,3264,4440,1860,4104,1675,3238,3066
EP10_003319,1152,1185,1974,1839,2071,1419,1925,837,1717,942,1225,1481
EP10_003320,254,261,328,322,368,289,362,219,370,206,336,315
EP10_003321,7189,3577,3843,6087,7463,5223,9457,3547,7706,3035,9511,5690
EP10_003322,5139,3388,3892,5275,7053,5253,8826,3460,7536,3236,7556,5996
EP10_003323,7569,4621,4819,6755,8675,6119,11027,4420,9110,3892,9996,6865
EP10_003324,178,134,138,180,244,218,489,96,195,132,225,199
EP10_003325,502,250,307,397,591,368,884,281,386,201,608,448
EP10_003326,260,192,402,510,516,402,724,218,534,267,455,504
EP10_003327,1535,977,1737,1991,1303,1033,1177,994,1593,791,1170,1143
EP10_003328,1765,1446,2835,2890,2641,2150,1941,1372,2449,1231,1654,2007
EP10_003329,1248,983,2237,2274,1758,1719,1458,1042,1882,942,1272,1485
EP10_003330,1088,985,2337,2251,1661,1874,1433,1126,2094,1193,1133,1651
EP10_003331,1819,1702,4063,3741,2773,3299,2266,1979,3678,1886,1932,2702
EP10_003332,2092,2507,6030,5095,3534,4268,3116,2574,5455,2886,2714,3608
EP10_003333,2819,2983,6766,6122,4020,4592,3506,3066,6184,3107,3047,3820
EP10_003334,2028,2566,3548,5105,3247,3793,4177,3057,4378,3052,3163,3696
EP10_003335,1935,2489,3264,5253,2841,3622,3990,3012,4273,3002,2710,3742
EP10_003336,1358,1358,1603,3022,1589,1823,1923,1638,2092,1319,1376,1886
EP10_003337,1202,2266,3234,4552,2605,4601,3692,2592,4478,2433,2354,3738
EP10_003338,664,596,987,1122,950,1202,930,560,940,431,662,980
EP10_003339,1086,947,1420,1794,1639,1557,1255,833,1369,634,964,1275
EP10_003340,2633,3122,4905,6115,3938,5367,4074,2870,5027,2543,2959,4515
EP10_003341,1745,1998,3582,4436,3011,4878,3520,2231,3877,2002,2417,3595
EP10_003342,2234,2480,3969,4553,3505,3869,3686,2639,4783,2352,2702,3486
EP10_003343,784,848,1679,1495,1468,1533,1726,733,1693,781,1036,1420
EP10_003344,0,0,0,0,0,0,0,0,0,0,0,0
EP10_003345,4067,3211,8551,8749,6866,6963,7070,4326,9981,4883,5895,7205
EP10_003346,655,427,1208,1210,763,924,738,588,1375,598,792,973
EP10_003347,49,61,62,59,69,31,42,25,51,25,56,50
EP10_003348,249,310,270,309,425,356,449,305,550,192,503,603
EP10_003349,714,701,621,730,846,533,711,590,837,677,1039,829
EP10_003350,16,10,27,33,16,18,27,9,19,14,16,16
EP10_003351,7,3,7,8,5,4,4,3,5,4,6,1
EP10_003352,7,7,4,5,2,3,4,2,4,6,2,9
EP10_003353,10,3,16,11,10,2,5,5,6,6,4,11
EP10_003354,2,7,2,3,4,2,1,2,4,2,1,1
EP10_003355,24,39,24,26,69,63,42,42,34,21,32,72
EP10_003356,565,411,473,584,620,655,586,450,645,317,625,681
EP10_003357,5730,6583,9437,10886,6430,4804,5228,10330,12712,11624,4718,8360
EP10_003358,1722,1127,1450,2282,1198,772,823,1827,1744,1205,990,1216
EP10_003359,2689,2944,4174,5203,3193,2531,2690,4503,5248,3241,2109,4013
EP10_003360,175,358,605,1307,338,1079,360,1909,921,2042,229,976
EP10_003361,413,299,561,712,608,371,441,471,473,603,372,669
EP10_003362,312,191,324,453,230,110,248,192,304,459,239,199
EP10_003363,216,139,65,109,191,81,246,114,190,89,189,149
EP10_003364,226,126,296,309,303,230,322,119,419,259,331,293
EP10_003365,423,276,638,715,562,519,633,288,670,422,653,638
EP10_003366,970,596,1209,1241,1362,1020,1448,561,1322,665,1181,1103
EP10_003367,856,651,1161,1162,1326,954,1355,551,1230,591,1054,1060
EP10_003368,53,32,41,42,102,32,59,25,43,15,75,47
EP10_003369,30,28,28,25,58,17,44,21,19,14,25,29
EP10_003370,2959,2089,2818,3728,5000,3737,5714,2230,3524,1783,5955,5780
EP10_003371,7752,9408,11882,12914,10458,9496,11177,8331,13077,6935,12330,13852
EP10_003372,543,505,964,1581,652,931,647,535,1147,609,560,777
EP10_003373,363,394,680,1097,375,547,386,404,713,410,384,412
EP10_003374,172,185,337,507,175,286,229,224,412,196,188,235
EP10_003375,182,153,302,241,254,165,230,160,272,152,215,238
EP10_003376,209,195,168,272,264,181,260,210,239,213,290,288
EP10_003377,613,529,354,513,583,511,629,415,635,317,769,569
EP10_003378,1814,1338,866,1428,1591,1360,1720,1167,1739,610,2238,1445
EP10_003379,1171,742,356,667,1935,641,1381,704,1559,1160,2589,1611
EP10_003380,161,85,35,72,238,75,180,106,275,189,288,233
EP10_003381,758,349,439,516,682,321,517,290,330,246,487,407
EP10_003382,1572,659,802,978,1570,651,1142,594,613,461,1181,825
EP10_003383,148,43,103,95,202,70,199,74,49,57,133,121
EP10_003384,1967,736,892,883,2231,499,1530,499,1272,605,1682,1107
EP10_003385,84,58,47,57,61,32,70,41,48,48,79,63
EP10_003386,23,17,22,19,19,7,25,15,13,18,16,25
EP10_003387,41,25,24,35,37,18,36,22,23,21,33,35
EP10_003388,347,238,325,490,325,222,430,257,317,324,271,372
EP10_003389,157,69,106,170,126,91,147,99,127,94,94,104
EP10_003390,54,12,20,60,38,13,30,23,25,16,31,17
EP10_003391,407,193,277,419,356,180,421,260,344,311,247,292
EP10_003392,195,90,171,219,181,95,247,134,158,144,111,142
EP10_003393,130,79,131,143,126,82,156,89,117,114,69,122
EP10_003394,414,301,306,594,352,225,369,299,324,415,237,338
EP10_003395,498,193,200,245,336,93,323,150,347,355,293,208
EP10_003396,17,8,7,6,15,7,14,5,6,5,10,15
EP10_003397,27,22,24,41,30,5,26,17,25,18,20,41
EP10_003398,8,2,1,6,9,7,5,6,4,9,9,10
EP10_003399,16,11,16,19,9,10,15,11,14,8,14,8
EP10_003400,40,28,35,49,46,18,54,38,30,25,35,55
EP10_003401,9,6,5,8,6,4,7,9,5,6,6,9
EP10_003402,56,48,49,60,41,23,29,36,30,31,44,43
EP10_003403,12,11,13,9,12,11,15,8,6,9,7,22
EP10_003404,29,10,21,27,16,9,21,20,16,22,24,22
EP10_003405,29,33,21,41,40,22,31,29,27,16,41,43
EP10_003406,58,52,57,61,54,57,77,47,64,43,52,71
EP10_003407,167,134,122,159,143,119,183,128,143,110,112,177
EP10_003408,37,44,32,46,36,29,54,28,35,28,30,40
EP10_003409,86,55,59,94,93,63,103,65,87,75,104,110
EP10_003410,80,46,57,85,96,64,129,88,59,69,110,109
EP10_003411,114,69,48,68,82,44,112,59,65,37,106,80
EP10_003412,383,286,126,209,379,204,334,176,284,83,504,252
EP10_003413,84,165,146,79,125,112,83,109,134,96,80,114
EP10_003414,1937,848,595,951,1851,758,1578,618,922,569,1650,1258
EP10_003415,75,54,62,74,61,59,65,50,50,74,83,70
EP10_003416,66,34,28,43,44,26,32,31,29,28,26,23
EP10_003417,22,23,18,31,19,19,18,15,12,22,24,45
EP10_003418,88,42,30,53,66,37,65,47,37,31,44,47
EP10_003419,8,2,1,4,1,4,6,2,3,2,6,3
EP10_003420,177,66,84,123,123,69,124,90,79,73,134,117
EP10_003421,34,20,21,48,49,45,46,17,26,20,37,36
EP10_003422,37,18,12,26,38,26,20,16,24,26,25,25
EP10_003423,69,30,34,53,40,24,43,27,32,23,32,29
EP10_003424,33,15,18,25,49,17,39,13,26,19,34,30
EP10_003425,13,7,7,15,13,7,18,6,5,8,9,17
EP10_003426,45,57,37,66,59,29,70,47,49,35,73,75
EP10_003427,147,80,72,129,152,89,198,90,99,125,125,124
EP10_003428,59,32,21,49,71,43,83,28,40,71,51,81
EP10_003429,55,18,17,35,44,25,61,33,41,49,41,44
EP10_003430,167,93,75,133,212,126,267,127,135,225,135,189
EP10_003431,148,116,84,146,200,121,284,186,133,250,174,193
EP10_003432,18,30,21,33,27,18,43,28,28,41,45,37
EP10_003433,46,26,22,40,60,31,76,42,33,65,55,51
EP10_003434,67,47,37,89,97,54,145,87,69,89,90,109
EP10_003435,107,56,51,110,100,37,173,111,72,121,124,96
EP10_003436,24,16,26,39,42,32,103,52,37,70,69,53
EP10_003437,61,74,66,74,115,63,147,111,103,124,148,154
EP10_003438,130,50,48,91,132,46,173,120,68,99,139,111
EP10_003439,234,102,78,201,280,124,462,217,189,266,329,259
EP10_003440,38,17,25,53,53,36,81,36,40,61,45,57
EP10_003441,97,39,38,69,130,55,148,77,58,121,106,86
EP10_003442,538,189,175,315,452,257,448,201,342,159,492,353
EP10_003443,210,117,112,162,212,167,251,115,196,92,269,245
EP10_003444,42,17,20,30,26,36,43,27,16,21,33,41
EP10_003445,258,101,76,151,158,167,201,117,96,86,234,178
EP10_003446,432,180,153,326,282,299,354,214,173,208,353,316
EP10_003447,104352,31803,41910,28936,160136,31184,86191,31072,12886,29784,75556,93088
EP10_003448,32036,6264,7257,5817,33771,5513,18417,6056,2205,4603,17209,17231
EP10_003449,401,307,503,588,515,277,389,283,511,292,344,399
EP10_003450,62,44,80,100,122,74,121,67,113,68,76,95
EP10_003451,570,404,837,776,823,542,760,424,1329,520,598,635
EP10_003452,221,122,225,285,272,148,220,156,365,135,233,188
EP10_003453,412,274,557,503,623,410,538,299,835,394,435,457
EP10_003454,1303,662,1086,1277,1408,765,935,746,1612,690,1138,887
EP10_003455,1031,537,1121,1239,1589,990,1189,644,1240,772,1092,1250
EP10_003456,7,5,4,7,2,4,2,4,4,6,8,13
EP10_003457,1099,1186,2715,2250,1713,1645,1699,1390,3763,1640,1513,2028
EP10_003458,381,418,822,741,541,603,512,516,1112,513,445,700
EP10_003459,761,841,1459,1512,987,1121,929,1044,1900,978,844,1476
EP10_003460,790,978,1505,1547,1134,1337,891,1238,1789,1002,951,1941
EP10_003461,265,161,279,404,439,556,515,227,457,175,354,440
EP10_003462,2009,2159,2555,3437,3288,4547,4636,2568,3759,1691,3433,4099
EP10_003463,1448,1864,1754,2092,2688,2483,3030,2090,3400,1708,2604,3146
EP10_003464,2391,2462,2120,2720,2943,2354,3263,2587,3779,1730,3153,2959
EP10_003465,1053,850,863,860,1223,875,1534,1057,2070,863,1180,1103
EP10_003466,491,719,1373,1193,1162,1290,1179,803,1292,787,913,1449
